id,uf,nre,municipio,codigo_inep,escola,dependencia_administrativa,localizacao,localidade_diferenciada,endereco,telefone,categoria_escola_privada,etapas_modalidade_ensino_oferecidas,outras_ofertas_educacionais,apmf_cnpj
1854,PR,CAMPO MOURAO,Nova Cantu,41013778,CASTRO ALVES E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CRUZEIRO DO SUL, 350 CENTRO. 87330-000 Nova Cantu - PR.",(44) 35271229,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1855,PR,CAMPO MOURAO,Nova Cantu,41366239,CRECHE NOSSA SENHORA DE FATIMA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA IPE, SN CENTRO. 87330-000 Nova Cantu - PR.",(44) 35271619,Não Informado,,Atividade Complementar,
1856,PR,CAMPO MOURAO,Nova Cantu,41013840,ISABEL E M PRINC EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA SN, 0 DIST SANTO REI. 87335-000 Nova Cantu - PR.",(44) 35271100,Não Informado,Ensino Fundamental,,
1857,PR,CAMPO MOURAO,Nova Cantu,41013867,JOAO F COSTA C E PROF EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA JOUBERT AGOSTINHO DE OLIVEIRA, 313 CENTRO. 87330-000 Nova Cantu - PR.",(44) 35271329,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",81269300000172
1858,PR,CAMPO MOURAO,Nova Cantu,41366220,LINDOLFO F DE AVILA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BAHIA, 25 CENTRO. 87330-000 Nova Cantu - PR.",(44) 35271619,Não Informado,Educação Infantil,,
1859,PR,CAMPO MOURAO,Nova Cantu,41013930,MONTEIRO LOBATO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CURITIBA SN, D GEREMIA LUNARDEL. 87333-000 Nova Cantu - PR.",(44) 35471025,Não Informado,Ensino Fundamental,,
1860,PR,CAMPO MOURAO,Nova Cantu,41359640,NEUSA M PEREIRA E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SANTA CATARINA, 324 CENTRO. 87330-000 Nova Cantu - PR.",(44) 35271017,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1861,PR,CAMPO MOURAO,Nova Cantu,41013999,RUI BARBOSA C E C EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA CURITIBA SN, GEREMIA LUNARDELLI. 87333-000 Nova Cantu - PR.",(44) 35471025,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",1583659000180
1862,PR,CAMPO MOURAO,Nova Cantu,41014014,SANTO REI C E C EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA SN, 0 DIST SANTO REI. 87335-000 Nova Cantu - PR.",(44) 35472021,Não Informado,"Ensino Fundamental, Ensino Médio",,1476879000105
1863,PR,CAMPO MOURAO,Peabiru,41017943,14 DE DEZEMBRO C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA CASSEMIRO RADOMINSKI, 1332 CENTRO. 87250-000 Peabiru - PR.",(44) 35312026,Não Informado,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",79868220000191
1864,PR,CAMPO MOURAO,Peabiru,41378520,ARCO IRIS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ARAUCARIA, 86 CONJUNTO VERDES CAMPOS. 87250-000 Peabiru - PR.",(44) 35311763,Não Informado,Educação Infantil,,
1865,PR,CAMPO MOURAO,Peabiru,41017846,CASIMIRO DE ABREU E R M EF,Municipal,Rural,Área de assentamento,"FAZ SANTA RITA, ASSENT INCRA. 87250-000 Peabiru - PR.",(44) 38261421,Não Informado,Ensino Fundamental,,
1866,PR,CAMPO MOURAO,Peabiru,41374614,CRIANCA FELIZ CTRO EDUC INF E ENSINO FUNDAMENTAL,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA CURITIBA, 1169 CENTRO. 87250-000 Peabiru - PR.",(44) 998018374,Particular,"Educação Infantil, Ensino Fundamental",,
1867,PR,CAMPO MOURAO,Peabiru,41360400,DARCI RIBEIRO E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ARAUCARIA, 60 CONJ VERDES CAMPOS. 87250-000 Peabiru - PR.",(44) 35311173,Não Informado,"Educação Infantil, Ensino Fundamental",,
1868,PR,CAMPO MOURAO,Peabiru,41153782,DARCY KLEIN C M E I PIONEIRO,Municipal,Urbana,A escola não está em área de localização diferenciada,"R ANGELO TREVISOL, 76 CENTRO. 87250-000 Peabiru - PR.",(44) 35312963,Não Informado,Educação Infantil,,
1869,PR,CAMPO MOURAO,Peabiru,41017862,EMILIO DE MENEZES E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOSE DIAS ARANHA, 477 CENTRO. 87250-000 Peabiru - PR.",(44) 35312119,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
1870,PR,CAMPO MOURAO,Peabiru,41366409,ESCOLA AGATA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA VILA RICA, 357 ESCOLA. CENTRO. 87250-000 Peabiru - PR.",(44) 35312867,Particular,"Educação Infantil, Ensino Fundamental",,
1871,PR,CAMPO MOURAO,Peabiru,41017889,ISABEL E M PRINC EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PE CARLOS NITZIKO, 48 CENTRO. 87250-000 Peabiru - PR.",(44) 35312126,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
1872,PR,CAMPO MOURAO,Peabiru,41366395,MAE DOLORES C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JULIO CARNEIRO CAMARGO, 371 CENTRO. 87250-000 Peabiru - PR.",(44) 35312427,Não Informado,Educação Infantil,,
1873,PR,CAMPO MOURAO,Peabiru,41017900,MENINO DEUS E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA JUVENAL PORTELA, 443 CENTRO. 87250-000 Peabiru - PR.",(44) 35312201,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1874,PR,CAMPO MOURAO,Peabiru,41017935,OLAVO BILAC C E E F M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV DR DIDIO BOSCARDIN BELLO, 1255 CENTRO. 87250-000 Peabiru - PR.",(44) 35311912,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",78076379000100
1875,PR,CAMPO MOURAO,Peabiru,41360419,PAULO FREIRE E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA AFONSO DIAS BASTOS, 588 CENTRO. 87250-000 Peabiru - PR.",(44) 35311630,Não Informado,"Educação Infantil, Ensino Fundamental",,
1876,PR,CAMPO MOURAO,Peabiru,41147804,SANTA PAULA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SANTOS DUMONT, 1119 87250-000 Peabiru - PR.",(44) 35311078,Não Informado,Educação Infantil,,
1877,PR,CAMPO MOURAO,Peabiru,41017994,SAO JOSE E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SAO JOAO, 2 CENTRO. 87250-000 Peabiru - PR.",(44) 35311533,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1878,PR,CAMPO MOURAO,Quinta do Sol,41365593,GENTE INOCENTE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA URANO, 783 CENTRO. 87265-000 Quinta do Sol - PR.",(44) 35671650,Não Informado,Educação Infantil,,
1879,PR,CAMPO MOURAO,Quinta do Sol,41018133,PEQUENO PRINCIPE E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANDROMEDA SN, CENTRO. 87265-000 Quinta do Sol - PR.",(44) 35671143,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1880,PR,CAMPO MOURAO,Quinta do Sol,41018150,SAO JUDAS TADEU C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"TRAV NETUNO SN, CENTRO. 87265-000 Quinta do Sol - PR.",(44) 35671310,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",677770000173
1881,PR,CAMPO MOURAO,Quinta do Sol,41151569,ZILDA ARNS E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CARENA SN, 87265-000 Quinta do Sol - PR.",(44) 35671537,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1882,PR,CAMPO MOURAO,Roncador,41018168,AFONSO CAMARGO E M C EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA 19 DE MAIO SN, ALTO SAO JOAO. 87323-000 Roncador - PR.",(44) 35151110,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
1883,PR,CAMPO MOURAO,Roncador,41018184,ALTO SAO JOAO C E C DE EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV APOLINARIO SZYCHOUSKI SN, ALTO SAO JOAO. 87323-000 Roncador - PR.",(44) 35151101,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,80291719000168
1884,PR,CAMPO MOURAO,Roncador,41374584,ANJO DA GUARDA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SAO PEDRO SN, RONCADOR. 87320-000 Roncador - PR.",(44) 99901461,Não Informado,Educação Infantil,,
1885,PR,CAMPO MOURAO,Roncador,41364546,ANTONIO DZIUBAT E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA, 625 CENTRO. 87320-000 Roncador - PR.",(44) 35751159,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1886,PR,CAMPO MOURAO,Roncador,41018206,CARNEIRO C E GAL EF M PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"PC MOYSES LUPION, 645 PRACA. CENTRO. 87320-000 Roncador - PR.",(44) 35751381,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",76720234000175
1887,PR,CAMPO MOURAO,Roncador,41374576,DENTE DE LEITE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CURITIBA SN, CENTRO. 87320-000 Roncador - PR.",(44) 99901488,Não Informado,Educação Infantil,,
1888,PR,CAMPO MOURAO,Roncador,41018443,ESCOLA NOSSA SENHORA DAS GRACAS EIEF,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA SAO PEDRO, 503 CENTRO. 87320-000 Roncador - PR.",(44) 35751243,Filantrópica,"Educação Infantil, Ensino Fundamental",,
1889,PR,CAMPO MOURAO,Roncador,41364562,JESUS MENINO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA RIO DE JANEIRO SN, 87320-000 Roncador - PR.",(44) 35752103,Não Informado,Educação Infantil,,
1890,PR,CAMPO MOURAO,Roncador,41018362,JOAO PAULO I E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV AFONSO CAMARGO SN, JD ANCHIETA. 87320-000 Roncador - PR.",(44) 35751142,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1891,PR,CAMPO MOURAO,Roncador,41018400,LEONEL BINI E R M EF,Municipal,Rural,A escola não está em área de localização diferenciada,"PALMITAL 43, PALMITAL DO 43. 87320-000 Roncador - PR.",(44) 35751447,Não Informado,Ensino Fundamental,,
1892,PR,CAMPO MOURAO,Roncador,41018435,MONTEIRO LOBATO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PARANAGUA, 830 CENTRO. 87320-000 Roncador - PR.",(44) 35752019,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1893,PR,CAMPO MOURAO,Roncador,41018460,PALMITAL DO 43 E E C EF,Estadual,Rural,A escola não está em área de localização diferenciada,"PALMITAL DO 43, PALMITAL DO 43. 87320-000 Roncador - PR.",(44) 99020818,Não Informado,Ensino Fundamental,,1159756000140
1894,PR,CAMPO MOURAO,Roncador,41147650,PEDRO GLUCHAK C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SAO PEDRO LOTE 84, JD ANCHIETA. 87320-000 Roncador - PR.",,Não Informado,Educação Infantil,,
1895,PR,CAMPO MOURAO,Roncador,41018656,ULYSSES GUIMARAES C E EF M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA MARECHAL FLORIANO, 115 CENTRO. 87320-000 Roncador - PR.",(44) 35751133,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",1179929000192
1896,PR,CASCAVEL,Anahy,41157516,ANNA LIMPO FELISBERTO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MARCILIO DIAS, 778 LOT VITORIA. 85425-000 Anahy - PR.",(45) 32491409,Não Informado,Educação Infantil,,
1897,PR,CASCAVEL,Anahy,41368223,EMILIO MUDREY E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA GUARANI, 230 85425-000 Anahy - PR.",(45) 32491244,Filantrópica,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1898,PR,CASCAVEL,Anahy,41069633,JOSE BONIFACIO C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA DUQUE DE CAXIAS, 260 CENTRO. 85425-000 Anahy - PR.",(45) 32491141,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",506039000185
1899,PR,CASCAVEL,Anahy,41072766,MENINO JESUS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV PARANA SN, CENTRO. 85425-000 Anahy - PR.",(45) 32491237,Não Informado,Educação Infantil,,
1900,PR,CASCAVEL,Anahy,41069641,VINICIUS DE MORAES E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA RIO DA AREIA, 437 CENTRO. 85425-000 Anahy - PR.",(45) 32491183,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1901,PR,CASCAVEL,Boa Vista da Aparecida,41069692,BOA VISTA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV TANCREDO NEVES SN, CENTRO. 85780-000 Boa Vista da Aparecida - PR.",(45) 32871200,Não Informado,"Educação Infantil, Ensino Fundamental",,
1902,PR,CASCAVEL,Boa Vista da Aparecida,41362225,BOM JESUS E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"AV CICERO BARBOSA SOBRINHO, 1341 CENTRO. 85780-000 Boa Vista da Aparecida - PR.",(45) 32871561,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1903,PR,CASCAVEL,Boa Vista da Aparecida,41069706,CAXIAS E M DQ DE EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV TANCREDO NEVES SN, CENTRO. 85780-000 Boa Vista da Aparecida - PR.",(45) 32871228,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1904,PR,CASCAVEL,Boa Vista da Aparecida,41069749,FLOR DA SERRA E E C EF,Estadual,Rural,A escola não está em área de localização diferenciada,"FLOR DA SERRA, FLOR DA SERRA. 85780-000 Boa Vista da Aparecida - PR.",(45) 84337196,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",1309089000135
1905,PR,CASCAVEL,Boa Vista da Aparecida,41151186,HERMINIA MORAIS WEISS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"R CELMO MIRANDA, 1362 85780-000 Boa Vista da Aparecida - PR.",(45) 32871926,Não Informado,Educação Infantil,,
1906,PR,CASCAVEL,Boa Vista da Aparecida,41158008,JANDIR ZANCHETTIN E M PE EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CAIAPO SN, CENTRO. 85780-000 Boa Vista da Aparecida - PR.",(45) 32871761,Não Informado,"Educação Infantil, Ensino Fundamental",,
1907,PR,CASCAVEL,Boa Vista da Aparecida,41069773,JOSE DO PATROCINIO E R M EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"LINHA SAO SEBASTIAO, 0 85780-000 Boa Vista da Aparecida - PR.",(45) 32871869,Não Informado,"Educação Infantil, Ensino Fundamental",,
1908,PR,CASCAVEL,Boa Vista da Aparecida,41069781,LINHA PROGRESSO E E C EF,Estadual,Rural,A escola não está em área de localização diferenciada,"LINHA PROGRESSO, 0 85780-000 Boa Vista da Aparecida - PR.",(45) 84337625,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,2656504000190
1909,PR,CASCAVEL,Boa Vista da Aparecida,41157664,LOURDES KLAUSS REIMONDI C M E I PROF,Municipal,Rural,A escola não está em área de localização diferenciada,"LOCALIDADE FLOR DA SERRA, 85780-000 Boa Vista da Aparecida - PR.",(45) 32871516,Não Informado,Educação Infantil,,
1910,PR,CASCAVEL,Boa Vista da Aparecida,41362250,MENINO JESUS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TUPARI, 145 85780-000 Boa Vista da Aparecida - PR.",(45) 32871857,Não Informado,Educação Infantil,,
1911,PR,CASCAVEL,Boa Vista da Aparecida,41069820,NILTON RONCHINI E R M E I E F,Municipal,Rural,A escola não está em área de localização diferenciada,"LINHA FLOR DA SERRA, 0 85780-000 Boa Vista da Aparecida - PR.",(45) 32871498,Não Informado,"Educação Infantil, Ensino Fundamental",,
1912,PR,CASCAVEL,Boa Vista da Aparecida,41069846,OLAVO BILAC E R M EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"LINHA PROGRESSO, 0 85780-000 Boa Vista da Aparecida - PR.",(45) 32871309,Não Informado,"Educação Infantil, Ensino Fundamental",,
1913,PR,CASCAVEL,Boa Vista da Aparecida,41069854,PAULO VI C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV TANCREDO NEVES, 793 CENTRO. 85780-000 Boa Vista da Aparecida - PR.",(45) 32871283,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",78675279000109
1914,PR,CASCAVEL,Boa Vista da Aparecida,41069935,SAO SEBASTIAO E E C EF,Estadual,Rural,A escola não está em área de localização diferenciada,"LINHA SAO SEBASTIAO, 85780-000 Boa Vista da Aparecida - PR.",(45) 84337426,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,1378024000141
1915,PR,CASCAVEL,Braganey,41371771,AMIGUINHOS DE JESUS C M E I,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA BARAO DE ITAPUNA, 324 LONGUINOPOLIS. 85430-000 Braganey - PR.",(45) 32455125,Não Informado,Educação Infantil,,
1916,PR,CASCAVEL,Braganey,41371780,BALAO MAGICO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV CORREIA SN, CENTRO. 85430-000 Braganey - PR.",(45) 32451590,Não Informado,Educação Infantil,,
1917,PR,CASCAVEL,Braganey,41070003,DEODORO E M MAL EF,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA 7 DE SETEMBRO, 300 LONGUINOPOLIS. 85430-000 Braganey - PR.",(45) 32451150,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1918,PR,CASCAVEL,Braganey,41070062,JOSE DE ALENCAR C E C E F M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA FRANCISCO DE PAULA, 208 CENTRO. 85430-000 Braganey - PR.",(45) 32451265,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",81269615000110
1919,PR,CASCAVEL,Braganey,41371763,JOSE TEODORO DIAS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SAO LUIZ, 456 BRAGANTINA. 85430-000 Braganey - PR.",(45) 32455125,Não Informado,Educação Infantil,,
